Protein Group,Protein ID,Accession,Significance,-10lgP,Intensity TMT10-126,Intensity TMT10-127N,Intensity TMT10-127C,Intensity TMT10-128N,Intensity TMT10-128C,Intensity TMT10-129N,Intensity TMT10-130C,Intensity TMT10-131,Ratio TMT10-126,Ratio TMT10-127N,Ratio TMT10-127C,Ratio TMT10-128N,Ratio TMT10-128C,Ratio TMT10-129N,Ratio TMT10-130C,Ratio TMT10-131,Intensity Group 1(TMT10-126; TMT10-127N),Intensity Group 2(TMT10-127C; TMT10-128N),Intensity Group 3(TMT10-128C; TMT10-129N),Intensity Group 4(TMT10-130C; TMT10-131),Ratio Group 1(TMT10-126; TMT10-127N),Ratio Group 2(TMT10-127C; TMT10-128N),Ratio Group 3(TMT10-128C; TMT10-129N),Ratio Group 4(TMT10-130C; TMT10-131),Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
136,168,P26785|RL16B_YEAST,23.72,204.57,3.127E6,3.063E6,4.684E6,4.56E6,4.132E6,4.195E6,2.547E6,2.695E6,1.00,0.98,1.50,1.46,1.32,1.34,0.81,0.86,3.095E6,4.622E6,4.163E6,2.621E6,1.00,1.49,1.35,0.85,24,14,7,TMT10plex,22249,60S ribosomal protein L16-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL16B PE=1 SV=3
184,91,P04801|SYTC_YEAST,15.32,204.37,2.862E6,2.787E6,3.654E6,3.513E6,3.406E6,3.349E6,3.137E6,3.403E6,1.00,0.97,1.28,1.23,1.19,1.17,1.10,1.19,2.825E6,3.584E6,3.378E6,3.27E6,1.00,1.27,1.20,1.16,22,15,15,Acrylamide; TMT10plex; Oxidation (M),84520,Threonine--tRNA ligase  cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THS1 PE=1 SV=2
140,298,P32471|EF1B_YEAST,25.94,203.44,9.063E6,8.962E6,1.248E7,1.266E7,1.106E7,1.114E7,8.415E6,8.796E6,1.00,0.99,1.38,1.40,1.22,1.23,0.93,0.97,9.012E6,1.257E7,1.11E7,8.605E6,1.00,1.39,1.23,0.95,53,10,10,TMT10plex; Oxidation (M); Deamidation (NQ),22627,Elongation factor 1-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EFB1 PE=1 SV=4
225,335,P0C2H7|RL27B_YEAST,17.30,203.25,1.431E7,1.229E7,1.783E7,1.587E7,1.499E7,1.543E7,9.886E6,1.032E7,1.00,0.86,1.25,1.11,1.05,1.08,0.69,0.72,1.33E7,1.685E7,1.521E7,1.01E7,1.00,1.27,1.14,0.76,53,8,8,TMT10plex; Deamidation (NQ),15505,60S ribosomal protein L27-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL27B PE=1 SV=1
225,334,P0C2H6|RL27A_YEAST,17.30,203.25,1.431E7,1.229E7,1.783E7,1.587E7,1.499E7,1.543E7,9.886E6,1.032E7,1.00,0.86,1.25,1.11,1.05,1.08,0.69,0.72,1.33E7,1.685E7,1.521E7,1.01E7,1.00,1.27,1.14,0.76,53,8,8,TMT10plex; Deamidation (NQ),15531,60S ribosomal protein L27-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL27A PE=1 SV=1
276,377,P38707|SYNC_YEAST,13.50,202.82,1.177E6,1.127E6,1.725E6,1.657E6,1.493E6,1.494E6,1.358E6,1.442E6,1.00,0.96,1.47,1.41,1.27,1.27,1.15,1.23,1.152E6,1.691E6,1.494E6,1.4E6,1.00,1.47,1.30,1.22,18,10,10,Acrylamide; TMT10plex; Oxidation (M),62207,Asparagine--tRNA ligase  cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DED81 PE=1 SV=1
123,295,P46654|RSSA2_YEAST,16.19,202.72,1.21E7,1.174E7,1.445E7,1.536E7,1.385E7,1.415E7,8.403E6,9.128E6,1.00,0.97,1.19,1.27,1.14,1.17,0.69,0.75,1.192E7,1.49E7,1.4E7,8.765E6,1.00,1.25,1.17,0.74,48,7,7,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),27962,40S ribosomal protein S0-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS0B PE=1 SV=2
123,318,P32905|RSSA1_YEAST,16.19,202.72,1.21E7,1.174E7,1.445E7,1.536E7,1.385E7,1.415E7,8.403E6,9.128E6,1.00,0.97,1.19,1.27,1.14,1.17,0.69,0.75,1.192E7,1.49E7,1.4E7,8.765E6,1.00,1.25,1.17,0.74,48,7,7,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),28024,40S ribosomal protein S0-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS0A PE=1 SV=3
264,291,P38934|BFR1_YEAST,13.40,202.68,1.663E6,1.555E6,2.582E6,2.374E6,2.217E6,2.407E6,2.028E6,2.171E6,1.00,0.93,1.55,1.43,1.33,1.45,1.22,1.31,1.614E6,2.478E6,2.312E6,2.1E6,1.00,1.54,1.43,1.30,30,11,11,TMT10plex; Deamidation (NQ),54639,Nuclear segregation protein BFR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BFR1 PE=1 SV=1
346,729,P12695|ODP2_YEAST,19.41,202.13,1.236E6,1.17E6,1.609E6,1.671E6,1.483E6,1.439E6,2.38E6,2.533E6,1.00,0.95,1.30,1.35,1.20,1.16,1.93,2.05,1.203E6,1.64E6,1.461E6,2.457E6,1.00,1.36,1.21,2.04,19,8,8,TMT10plex,51818,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAT1 PE=1 SV=1
221,467,P00498|HIS1_YEAST,22.50,201.25,3.213E6,3.16E6,4.437E6,4.536E6,3.999E6,4.045E6,2.878E6,3.207E6,1.00,0.98,1.38,1.41,1.24,1.26,0.90,1.00,3.187E6,4.486E6,4.022E6,3.042E6,1.00,1.41,1.26,0.95,44,12,12,Acrylamide; TMT10plex; Deamidation (NQ),32266,ATP phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS1 PE=1 SV=1
374,219,P25087|ERG6_YEAST,17.20,200.66,8.364E5,8.534E5,1.203E6,1.157E6,1.012E6,1.067E6,1.035E6,1.13E6,1.00,1.02,1.44,1.38,1.21,1.28,1.24,1.35,8.449E5,1.18E6,1.039E6,1.082E6,1.00,1.40,1.23,1.28,25,8,8,Acrylamide; TMT10plex,43431,Sterol 24-C-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG6 PE=1 SV=4
380,85,P49723|RIR4_YEAST,15.43,200.64,1.354E6,1.227E6,1.744E6,1.723E6,1.602E6,1.598E6,2.278E6,2.452E6,1.00,0.91,1.29,1.27,1.18,1.18,1.68,1.81,1.29E6,1.734E6,1.6E6,2.365E6,1.00,1.34,1.24,1.83,36,10,10,Acrylamide; TMT10plex; Oxidation (M),40055,Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR4 PE=1 SV=1
228,444,Q04013|YHM2_YEAST,13.45,200.54,1.687E6,1.566E6,2.32E6,2.274E6,2.18E6,2.111E6,2.758E6,3.104E6,1.00,0.93,1.38,1.35,1.29,1.25,1.64,1.84,1.628E6,2.297E6,2.149E6,2.931E6,1.00,1.41,1.32,1.80,26,7,7,TMT10plex; Oxidation (M); Deamidation (NQ),34185,Citrate/oxoglutarate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHM2 PE=1 SV=1
196,453,P48589|RS12_YEAST,20.49,199.79,7.601E6,7.365E6,1.188E7,1.157E7,9.379E6,9.322E6,5.466E6,5.729E6,1.00,0.97,1.56,1.52,1.23,1.23,0.72,0.75,7.483E6,1.173E7,9.351E6,5.597E6,1.00,1.57,1.25,0.75,47,6,6,TMT10plex; Deamidation (NQ),15472,40S ribosomal protein S12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS12 PE=1 SV=1
437,623,P32368|SAC1_YEAST,14.98,199.72,4.526E5,4.119E5,5.758E5,5.714E5,5.158E5,5.074E5,4.378E5,5.153E5,1.00,0.91,1.27,1.26,1.14,1.12,0.97,1.14,4.323E5,5.736E5,5.116E5,4.766E5,1.00,1.33,1.18,1.10,18,9,9,TMT10plex,71125,Phosphatidylinositol-3-phosphatase SAC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAC1 PE=1 SV=1
448,7334,Q04894|ADH6_YEAST,12.60,199.21,4.509E5,4.319E5,5.895E5,6.285E5,5.341E5,5.071E5,4.667E5,5.421E5,1.00,0.96,1.31,1.39,1.18,1.12,1.04,1.20,4.414E5,6.09E5,5.206E5,5.044E5,1.00,1.38,1.18,1.14,19,5,5,TMT10plex; Deamidation (NQ),39618,NADP-dependent alcohol dehydrogenase 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH6 PE=1 SV=1
208,299,P54839|HMCS_YEAST,22.54,198.95,2.282E6,2.303E6,2.994E6,2.864E6,2.668E6,2.783E6,3.677E6,3.776E6,1.00,1.01,1.31,1.26,1.17,1.22,1.61,1.65,2.297E6,2.934E6,2.729E6,3.726E6,1.00,1.28,1.19,1.62,40,13,13,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),55014,Hydroxymethylglutaryl-CoA synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG13 PE=1 SV=1
209,319,P13188|SYQ_YEAST,12.18,197.84,2.2E6,2.086E6,3.164E6,3.026E6,2.754E6,2.758E6,2.337E6,2.511E6,1.00,0.95,1.44,1.38,1.25,1.25,1.06,1.14,2.143E6,3.095E6,2.756E6,2.424E6,1.00,1.44,1.29,1.13,15,12,12,TMT10plex,93133,Glutamine--tRNA ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLN4 PE=1 SV=2
294,289,P09457|ATPO_YEAST,24.19,197.51,8.546E5,8.16E5,1.231E6,1.14E6,1.035E6,1.08E6,2.056E6,2.157E6,1.00,0.95,1.44,1.33,1.21,1.26,2.41,2.52,8.353E5,1.186E6,1.058E6,2.107E6,1.00,1.42,1.27,2.52,48,9,9,TMT10plex,22814,ATP synthase subunit 5  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP5 PE=1 SV=1
257,325,P28834|IDH1_YEAST,22.56,196.76,2.514E6,2.563E6,3.259E6,3.136E6,2.939E6,2.991E6,7.639E6,8.345E6,1.00,1.02,1.30,1.25,1.17,1.19,3.04,3.32,2.539E6,3.198E6,2.965E6,7.992E6,1.00,1.26,1.17,3.15,23,8,8,TMT10plex,39324,Isocitrate dehydrogenase [NAD] subunit 1  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IDH1 PE=1 SV=2
483,648,P33322|CBF5_YEAST,12.38,196.63,9.933E5,1.025E6,1.125E6,1.13E6,1.097E6,1.05E6,9.585E5,9.912E5,1.00,1.03,1.13,1.14,1.10,1.06,0.96,1.00,1.009E6,1.127E6,1.074E6,9.748E5,1.00,1.12,1.06,0.97,19,7,7,TMT10plex,54705,H/ACA ribonucleoprotein complex subunit CBF5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CBF5 PE=1 SV=1
372,329,P04076|ARLY_YEAST,24.09,195.40,9.606E5,9.391E5,1.531E6,1.508E6,1.281E6,1.345E6,1.667E6,1.809E6,1.00,0.98,1.59,1.57,1.33,1.40,1.74,1.88,9.498E5,1.519E6,1.313E6,1.738E6,1.00,1.60,1.38,1.83,23,9,9,TMT10plex; Oxidation (M),51989,Argininosuccinate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG4 PE=1 SV=2
302,477,P00927|THDH_YEAST,19.01,195.32,1.324E6,1.214E6,1.845E6,1.829E6,1.654E6,1.641E6,1.611E6,1.7E6,1.00,0.92,1.39,1.38,1.25,1.24,1.22,1.28,1.269E6,1.837E6,1.648E6,1.656E6,1.00,1.45,1.30,1.30,22,10,10,Acrylamide; TMT10plex,63831,Threonine dehydratase  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ILV1 PE=1 SV=2
287,478,P40024|ARB1_YEAST,10.86,195.23,1.484E6,1.35E6,1.759E6,1.713E6,1.573E6,1.507E6,1.235E6,1.369E6,1.00,0.91,1.19,1.15,1.06,1.02,0.83,0.92,1.417E6,1.736E6,1.54E6,1.302E6,1.00,1.23,1.09,0.92,14,7,7,TMT10plex; Deamidation (NQ),68377,ABC transporter ATP-binding protein ARB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARB1 PE=1 SV=1
270,245,P04046|PUR1_YEAST,10.59,194.75,1.703E6,1.528E6,2.344E6,2.449E6,2.138E6,2.185E6,2.041E6,2.14E6,1.00,0.90,1.38,1.44,1.26,1.28,1.20,1.26,1.616E6,2.397E6,2.162E6,2.091E6,1.00,1.48,1.34,1.29,21,11,11,Acrylamide; TMT10plex; Oxidation (M),56719,Amidophosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE4 PE=1 SV=2
355,470,Q05016|YM71_YEAST,8.50,194.48,1.139E6,1.064E6,1.544E6,1.378E6,1.299E6,1.317E6,1.392E6,1.475E6,1.00,0.93,1.36,1.21,1.14,1.16,1.22,1.29,1.101E6,1.461E6,1.308E6,1.433E6,1.00,1.33,1.19,1.30,39,8,8,Acrylamide; TMT10plex; Deamidation (NQ),29158,NADP-dependent 3-hydroxy acid dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR226C PE=1 SV=1
306,260,P21576|VPS1_YEAST,8.15,194.47,1.385E6,1.405E6,1.811E6,1.66E6,1.544E6,1.675E6,1.416E6,1.559E6,1.00,1.01,1.31,1.20,1.11,1.21,1.02,1.13,1.395E6,1.735E6,1.61E6,1.488E6,1.00,1.24,1.15,1.07,21,12,10,TMT10plex; Deamidation (NQ),78736,Vacuolar protein sorting-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS1 PE=1 SV=2
307,2211,P30624|LCF1_YEAST,21.55,194.25,9.154E5,9.354E5,1.251E6,1.238E6,1.104E6,1.078E6,1.668E6,1.793E6,1.00,1.02,1.37,1.35,1.21,1.18,1.82,1.96,9.254E5,1.244E6,1.091E6,1.73E6,1.00,1.34,1.18,1.87,18,10,10,TMT10plex; Deamidation (NQ),77866,Long-chain-fatty-acid--CoA ligase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA1 PE=1 SV=1
321,727,P38631|FKS1_YEAST,19.36,194.20,7.303E5,6.984E5,9.547E5,9.329E5,8.877E5,8.641E5,7.037E5,7.02E5,1.00,0.96,1.31,1.28,1.22,1.18,0.96,0.96,7.144E5,9.438E5,8.759E5,7.028E5,1.00,1.32,1.23,0.98,6,10,9,TMT10plex,214849,1 3-beta-glucan synthase component FKS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FKS1 PE=1 SV=2
262,420,P02309|H4_YEAST,27.98,194.19,4.09E6,4.038E6,5.973E6,5.912E6,5.226E6,5.273E6,5.647E6,6.039E6,1.00,0.99,1.46,1.45,1.28,1.29,1.38,1.48,4.064E6,5.942E6,5.249E6,5.843E6,1.00,1.46,1.29,1.44,53,8,8,TMT10plex,11368,Histone H4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HHF1 PE=1 SV=2
178,395,P04456|RL25_YEAST,20.49,194.11,2.615E6,2.528E6,5.284E6,5.029E6,4.484E6,4.471E6,2.503E6,2.724E6,1.00,0.97,2.02,1.92,1.71,1.71,0.96,1.04,2.572E6,5.156E6,4.477E6,2.613E6,1.00,2.01,1.74,1.02,46,8,8,TMT10plex; Oxidation (M); Deamidation (NQ),15758,60S ribosomal protein L25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL25 PE=1 SV=4
252,326,P35691|TCTP_YEAST,15.96,193.85,1.055E7,9.783E6,1.411E7,1.456E7,1.299E7,1.245E7,8.771E6,9.476E6,1.00,0.93,1.34,1.38,1.23,1.18,0.83,0.90,1.017E7,1.434E7,1.272E7,9.124E6,1.00,1.41,1.25,0.90,43,9,9,TMT10plex,18741,Translationally-controlled tumor protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA19 PE=1 SV=1
305,315,P53852|SYC_YEAST,18.65,193.65,1.468E6,1.428E6,2.064E6,2.068E6,1.877E6,1.921E6,1.439E6,1.573E6,1.00,0.97,1.41,1.41,1.28,1.31,0.98,1.07,1.448E6,2.066E6,1.899E6,1.506E6,1.00,1.43,1.31,1.04,19,14,14,TMT10plex; Oxidation (M),87530,Cysteine--tRNA ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL247W PE=1 SV=1
427,348,P25294|SIS1_YEAST,16.37,193.41,1.013E6,9.743E5,1.317E6,1.334E6,1.188E6,1.235E6,1.582E6,1.694E6,1.00,0.96,1.30,1.32,1.17,1.22,1.56,1.67,9.935E5,1.325E6,1.212E6,1.638E6,1.00,1.33,1.22,1.65,30,8,8,TMT10plex; Oxidation (M); Deamidation (NQ),37590,Protein SIS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIS1 PE=1 SV=1
290,330,P36060|MCR1_YEAST,19.16,193.38,1.041E6,1.001E6,1.465E6,1.409E6,1.326E6,1.326E6,3.649E6,3.949E6,1.00,0.96,1.41,1.35,1.27,1.27,3.51,3.79,1.021E6,1.437E6,1.326E6,3.799E6,1.00,1.41,1.30,3.72,53,12,12,TMT10plex; Oxidation (M),34138,NADH-cytochrome b5 reductase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MCR1 PE=1 SV=1
219,242,P07283|PMM_YEAST,19.99,193.10,2.605E6,2.475E6,3.957E6,3.78E6,3.394E6,3.318E6,1.967E6,2.077E6,1.00,0.95,1.52,1.45,1.30,1.27,0.75,0.80,2.543E6,3.868E6,3.36E6,2.022E6,1.00,1.52,1.32,0.80,45,11,11,Acrylamide; TMT10plex; Oxidation (M); Deamidation (NQ),29063,Phosphomannomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC53 PE=1 SV=1
333,486,P40047|ALDH5_YEAST,16.99,192.54,1.1E6,1.041E6,1.54E6,1.566E6,1.342E6,1.382E6,1.066E6,1.152E6,1.00,0.95,1.40,1.42,1.22,1.26,0.97,1.05,1.073E6,1.556E6,1.365E6,1.109E6,1.00,1.45,1.27,1.03,27,10,9,Acrylamide; TMT10plex,56693,Aldehyde dehydrogenase 5  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD5 PE=1 SV=4
237,550,P14120|RL30_YEAST,26.81,192.52,2.209E6,2.253E6,3.219E6,3.32E6,2.877E6,2.816E6,1.879E6,1.899E6,1.00,1.02,1.46,1.50,1.30,1.28,0.85,0.86,2.233E6,3.27E6,2.849E6,1.892E6,1.00,1.46,1.28,0.85,70,7,7,TMT10plex; Oxidation (M),11415,60S ribosomal protein L30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL30 PE=1 SV=3
352,405,P32563|VPH1_YEAST,17.14,192.41,1.481E6,1.343E6,1.816E6,1.846E6,1.576E6,1.554E6,1.435E6,1.525E6,1.00,0.91,1.23,1.25,1.06,1.05,0.97,1.03,1.412E6,1.831E6,1.565E6,1.48E6,1.00,1.30,1.11,1.05,10,8,8,TMT10plex,95529,V-type proton ATPase subunit a  vacuolar isoform OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPH1 PE=1 SV=3
297,718,P49095|GCSP_YEAST,9.69,192.37,1.376E6,1.309E6,1.72E6,1.628E6,1.546E6,1.493E6,1.506E6,1.656E6,1.00,0.95,1.25,1.18,1.12,1.09,1.09,1.20,1.342E6,1.674E6,1.519E6,1.581E6,1.00,1.25,1.13,1.18,10,8,8,TMT10plex,114451,Glycine dehydrogenase (decarboxylating)  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV2 PE=1 SV=1
269,267,Q04728|ARGJ_YEAST,17.01,192.10,1.291E6,1.224E6,1.951E6,1.872E6,1.689E6,1.603E6,1.949E6,2.096E6,1.00,0.95,1.51,1.45,1.31,1.24,1.51,1.62,1.257E6,1.911E6,1.646E6,2.023E6,1.00,1.52,1.31,1.61,27,11,11,TMT10plex; Oxidation (M),47849,Arginine biosynthesis bifunctional protein ArgJ  mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG7 PE=1 SV=1
288,310,P38968|SEC31_YEAST,14.70,192.03,8.44E5,8.15E5,1.293E6,1.178E6,1.065E6,1.149E6,1.07E6,1.139E6,1.00,0.97,1.53,1.40,1.26,1.36,1.27,1.35,8.295E5,1.236E6,1.107E6,1.104E6,1.00,1.49,1.33,1.33,12,14,14,TMT10plex; Deamidation (NQ),138717,Protein transport protein SEC31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEC31 PE=1 SV=3
326,376,P16120|THRC_YEAST,9.28,191.17,1.104E6,1.006E6,1.381E6,1.446E6,1.289E6,1.316E6,1.25E6,1.289E6,1.00,0.91,1.25,1.31,1.17,1.19,1.13,1.17,1.055E6,1.414E6,1.303E6,1.269E6,1.00,1.34,1.23,1.20,28,10,10,TMT10plex; Oxidation (M); Deamidation (NQ),57474,Threonine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=THR4 PE=1 SV=1
354,415,P07284|SYSC_YEAST,9.37,190.84,1.592E6,1.44E6,1.946E6,1.888E6,1.825E6,1.795E6,1.901E6,1.901E6,1.00,0.90,1.22,1.19,1.15,1.13,1.19,1.19,1.516E6,1.917E6,1.81E6,1.901E6,1.00,1.26,1.19,1.25,23,9,9,TMT10plex; Oxidation (M),53310,Serine--tRNA ligase  cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SES1 PE=1 SV=2
387,934,P32419|MDHP_YEAST,24.47,190.45,6.631E5,6.846E5,8.541E5,7.952E5,7.331E5,7.412E5,1.362E6,1.401E6,1.00,1.03,1.29,1.20,1.11,1.12,2.05,2.11,6.738E5,8.246E5,7.371E5,1.381E6,1.00,1.22,1.09,2.05,23,7,7,TMT10plex,37186,Malate dehydrogenase  peroxisomal OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MDH3 PE=1 SV=3
476,598,P43567|AGX1_YEAST,24.78,190.16,2.603E5,2.513E5,3.876E5,3.816E5,3.287E5,3.475E5,1.753E6,1.909E6,1.00,0.97,1.49,1.47,1.26,1.33,6.73,7.33,2.558E5,3.846E5,3.381E5,1.831E6,1.00,1.50,1.32,7.16,26,7,7,TMT10plex; Oxidation (M); Deamidation (NQ),41907,Alanine--glyoxylate aminotransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AGX1 PE=1 SV=1
364,358,P38764|RPN1_YEAST,15.93,189.93,6.504E5,6.228E5,9.263E5,9.043E5,7.956E5,7.897E5,9.235E5,9.802E5,1.00,0.96,1.42,1.39,1.22,1.21,1.42,1.51,6.366E5,9.153E5,7.927E5,9.519E5,1.00,1.44,1.25,1.50,13,10,10,Acrylamide; TMT10plex,109492,26S proteasome regulatory subunit RPN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN1 PE=1 SV=3
327,284,P53622|COPA_YEAST,9.57,189.83,8.29E5,7.625E5,1.062E6,1.054E6,9.682E5,1.008E6,9.926E5,1.098E6,1.00,0.92,1.28,1.27,1.17,1.22,1.20,1.32,7.957E5,1.058E6,9.882E5,1.045E6,1.00,1.33,1.24,1.31,10,9,9,TMT10plex,135607,Coatomer subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COP1 PE=1 SV=2
388,621,P40093|YEY6_YEAST,17.71,189.75,6.918E5,6.924E5,9.878E5,9.397E5,8.434E5,8.706E5,8.227E5,8.42E5,1.00,1.00,1.43,1.36,1.22,1.26,1.19,1.22,6.921E5,9.638E5,8.57E5,8.323E5,1.00,1.39,1.24,1.20,19,6,6,Acrylamide; TMT10plex,38174,MYG1 protein YER156C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YER156C PE=1 SV=1
323,542,P25491|MAS5_YEAST,14.08,188.67,1.479E6,1.414E6,2.097E6,2.007E6,1.776E6,1.808E6,1.677E6,1.775E6,1.00,0.96,1.42,1.36,1.20,1.22,1.13,1.20,1.451E6,2.052E6,1.795E6,1.726E6,1.00,1.41,1.24,1.19,32,9,9,TMT10plex; Deamidation (NQ),44671,Mitochondrial protein import protein MAS5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDJ1 PE=1 SV=1
410,558,P18562|UPP_YEAST,8.05,188.65,6.7E5,6.236E5,9.28E5,8.486E5,7.882E5,7.848E5,7.863E5,8.348E5,1.00,0.93,1.39,1.27,1.18,1.17,1.17,1.25,6.468E5,8.883E5,7.865E5,8.106E5,1.00,1.37,1.22,1.25,39,7,7,Acrylamide; TMT10plex,24594,Uracil phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FUR1 PE=1 SV=2
392,323,P15703|BGL2_YEAST,21.70,188.39,1.152E6,1.143E6,1.69E6,1.633E6,1.423E6,1.45E6,1.488E6,1.558E6,1.00,0.99,1.47,1.42,1.23,1.26,1.29,1.35,1.147E6,1.661E6,1.436E6,1.523E6,1.00,1.45,1.25,1.33,16,5,5,TMT10plex,34119,Glucan 1 3-beta-glucosidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BGL2 PE=1 SV=1
299,403,P38998|LYS1_YEAST,20.82,188.19,2.046E6,2.078E6,2.951E6,3.025E6,2.704E6,2.697E6,2.459E6,2.629E6,1.00,1.02,1.44,1.48,1.32,1.32,1.20,1.29,2.062E6,2.988E6,2.701E6,2.544E6,1.00,1.45,1.31,1.23,35,9,9,TMT10plex; Oxidation (M),41465,Saccharopine dehydrogenase [NAD(+)  L-lysine-forming] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS1 PE=1 SV=3
292,247,P06103|EIF3B_YEAST,14.91,188.15,1.842E6,1.765E6,2.498E6,2.507E6,2.291E6,2.135E6,1.917E6,2.09E6,1.00,0.96,1.36,1.36,1.24,1.16,1.04,1.13,1.803E6,2.502E6,2.213E6,2.003E6,1.00,1.39,1.23,1.11,14,11,11,Acrylamide; TMT10plex,88130,Eukaryotic translation initiation factor 3 subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRT1 PE=1 SV=1
